Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Terrando N, Eriksson LI, Ryu JK, Yang T, Monaco C, Feldmann M, Jonsson Fagerlund M, Charo IF, Akassoglou K, Maze M	Resolving postoperative neuroinflammation and cognitive decline.	Ann. Neurol.	70:6:986-95	2011	22190370		Niccolò Terrando, Lars I Eriksson, Jae Kyu Ryu, Ting Yang, Claudia Monaco, Marc Feldmann, Malin Jonsson Fagerlund, Israel F Charo, Katerina Akassoglou, Mervyn Maze	Niccolò Terrando	Mervyn Maze	Department of Anesthesia and Perioperative Care, University of California at San Francisco, San Francisco, CA, USA.	NINDS NIH HHS; NS066361
Le Moan N, Houslay DM, Christian F, Houslay MD, Akassoglou K	Oxygen-dependent cleavage of the p75 neurotrophin receptor triggers stabilization of HIF-1α.	Mol. Cell	44:3:476-90	2011	22055192		Natacha Le Moan, Daniel M Houslay, Frank Christian, Miles D Houslay, Katerina Akassoglou	Natacha Le Moan	Katerina Akassoglou	Gladstone Institute of Neurological Disease, University of California, San Francisco, San Francisco, CA 94158, USA.	NCRR NIH HHS; RR18928
Baeten KM, Akassoglou K	Extracellular matrix and matrix receptors in blood-brain barrier formation and stroke.	Dev Neurobiol	71:11:1018-39	2011	21780303		Kim M Baeten, Katerina Akassoglou	Kim M Baeten	Katerina Akassoglou	Gladstone Institute of Neurological Disease, University of California, San Francisco, California 94158, USA.	NINDS NIH HHS; R01 NS066361
Davalos D, Akassoglou K	Fibrinogen as a key regulator of inflammation in disease.	Semin Immunopathol	34:1:43-62	2012	22037947		Dimitrios Davalos, Katerina Akassoglou	Dimitrios Davalos	Katerina Akassoglou	Gladstone Institute of Neurological Disease, University of California, San Francisco, San Francisco, CA 94158, USA.	NINDS NIH HHS; R01 NS066361
Schachtrup C, Le Moan N, Passino MA, Akassoglou K	Hepatic stellate cells and astrocytes: Stars of scar formation and tissue repair.	Cell Cycle	10:11:1764-71	2011	21555919		Christian Schachtrup, Natacha Le Moan, Melissa A Passino, Katerina Akassoglou	Christian Schachtrup	Katerina Akassoglou	University of California at San Francisco, San Francisco, CA, USA.	NINDS NIH HHS; R01NS52189
Drew PJ, Shih AY, Driscoll JD, Knutsen PM, Blinder P, Davalos D, Akassoglou K, Tsai PS, Kleinfeld D	Chronic optical access through a polished and reinforced thinned skull.	Nat. Methods	7:12:981-4	2010	20966916		Patrick J Drew, Andy Y Shih, Jonathan D Driscoll, Per Magne Knutsen, Pablo Blinder, Dimitrios Davalos, Katerina Akassoglou, Philbert S Tsai, David Kleinfeld	Patrick J Drew	David Kleinfeld	Department of Physics, University of California at San Diego, San Diego, California, USA.	NCRR NIH HHS; RR021907
Schachtrup C, Ryu JK, Helmrick MJ, Vagena E, Galanakis DK, Degen JL, Margolis RU, Akassoglou K	Fibrinogen triggers astrocyte scar formation by promoting the availability of active TGF-beta after vascular damage.	J. Neurosci.	30:17:5843-54	2010	20427645		Christian Schachtrup, Jae K Ryu, Matthew J Helmrick, Eirini Vagena, Dennis K Galanakis, Jay L Degen, Richard U Margolis, Katerina Akassoglou	Christian Schachtrup	Katerina Akassoglou	Gladstone Institute of Neurological Disease, University of California, San Francisco, San Francisco, California 94158, USA.	NINDS NIH HHS; R01NS052189
Ryu JK, Davalos D, Akassoglou K	Fibrinogen signal transduction in the nervous system.	J. Thromb. Haemost.	7 Suppl 1:151-4	2009	19630789		J K Ryu, D Davalos, K Akassoglou	J K Ryu	K Akassoglou	Gladstone Institute of Neurological Disease, University of California, San Francisco, CA 94158, USA.	NINDS NIH HHS; R01 NS052189-07
Friedman B, Schachtrup C, Tsai PS, Shih AY, Akassoglou K, Kleinfeld D, Lyden PD	Acute vascular disruption and aquaporin 4 loss after stroke.	Stroke	40:6:2182-90	2009	19372455		Beth Friedman, Christian Schachtrup, Philbert S Tsai, Andy Y Shih, Katerina Akassoglou, David Kleinfeld, Patrick D Lyden	Beth Friedman	Patrick D Lyden	Department of Neurosciences, UCSD School of Medicine, San Diego, CA, USA.	NINDS NIH HHS; R21 NS052565-01
Gaultier A, Wu X, Le Moan N, Takimoto S, Mukandala G, Akassoglou K, Campana WM, Gonias SL	Low-density lipoprotein receptor-related protein 1 is an essential receptor for myelin phagocytosis.	J. Cell. Sci.	122:Pt 8:1155-62	2009	19299462		Alban Gaultier, Xiaohua Wu, Natacha Le Moan, Shinako Takimoto, Gatambwa Mukandala, Katerina Akassoglou, W Marie Campana, Steven L Gonias	Alban Gaultier	Steven L Gonias	Department of Pathology, University of California, San Diego, La Jolla, CA 92093, USA.	NINDS NIH HHS; R01 NS-054671
Xu M, Remillard CV, Sachs BD, Makino A, Platoshyn O, Yao W, Dillmann WH, Akassoglou K, Yuan JX	p75 neurotrophin receptor regulates agonist-induced pulmonary vasoconstriction.	Am. J. Physiol. Heart Circ. Physiol.	295:4:H1529-38	2008	18689502		Minlin Xu, Carmelle V Remillard, Benjamin D Sachs, Ayako Makino, Oleksandr Platoshyn, Weijuan Yao, Wolfgang H Dillmann, Katerina Akassoglou, Jason X-J Yuan	Minlin Xu	Jason X-J Yuan	Departments of Medicine, University of California-San Diego, La Jolla, California 92093-0725, USA.	NINDS NIH HHS; NS51470
Rius J, Guma M, Schachtrup C, Akassoglou K, Zinkernagel AS, Nizet V, Johnson RS, Haddad GG, Karin M	NF-kappaB links innate immunity to the hypoxic response through transcriptional regulation of HIF-1alpha.	Nature	453:7196:807-11	2008	18432192		Jordi Rius, Monica Guma, Christian Schachtrup, Katerina Akassoglou, Annelies S Zinkernagel, Victor Nizet, Randall S Johnson, Gabriel G Haddad, Michael Karin	Jordi Rius	Michael Karin	Laboratory of Gene Regulation and Signal Transduction, University of California, San Diego, 9500 Gilman Drive, La Jolla, California 92093-0723, USA.	NCI NIH HHS; R01 CA118165-05
Davalos D, Lee JK, Smith WB, Brinkman B, Ellisman MH, Zheng B, Akassoglou K	Stable in vivo imaging of densely populated glia, axons and blood vessels in the mouse spinal cord using two-photon microscopy.	J. Neurosci. Methods	169:1:1-7	2008	18192022		Dimitrios Davalos, Jae K Lee, W Bryan Smith, Brendan Brinkman, Mark H Ellisman, Binhai Zheng, Katerina Akassoglou	Dimitrios Davalos	Katerina Akassoglou	Department of Pharmacology, University of California San Diego, 9500 Gilman Drive, La Jolla, CA 92093, USA. davalos@ucsd.edu	NCRR NIH HHS; RR04050
Xu M, Platoshyn O, Makino A, Dillmann WH, Akassoglou K, Remillard CV, Yuan JX	Characterization of agonist-induced vasoconstriction in mouse pulmonary artery.	Am. J. Physiol. Heart Circ. Physiol.	294:1:H220-8	2008	17982012		Minlin Xu, Oleksandr Platoshyn, Ayako Makino, Wolfgang H Dillmann, Katerina Akassoglou, Carmelle V Remillard, Jason X-J Yuan	Minlin Xu	Jason X-J Yuan	Division of Pulmonary and Critical Care Medicine, Department of Medicine, University of California-San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0725, USA.	NHLBI NIH HHS; HL 066012
Sachs BD, Akassoglou K	Regulation of cAMP by the p75 neurotrophin receptor: insight into drug design of selective phosphodiesterase inhibitors.	Biochem. Soc. Trans.	35:Pt 5:1273-7	2007	17956328		B D Sachs, K Akassoglou	B D Sachs	K Akassoglou	Department of Pharmacology, University of California, San Diego, La Jolla, CA 92093-90636, U.S.A.	NINDS NIH HHS; NS51470
Schachtrup C, Lu P, Jones LL, Lee JK, Lu J, Sachs BD, Zheng B, Akassoglou K	Fibrinogen inhibits neurite outgrowth via beta 3 integrin-mediated phosphorylation of the EGF receptor.	Proc. Natl. Acad. Sci. U.S.A.	104:28:11814-9	2007	17606926		Christian Schachtrup, Paul Lu, Leonard L Jones, Jae K Lee, Jerry Lu, Ben D Sachs, Binhai Zheng, Katerina Akassoglou	Christian Schachtrup	Katerina Akassoglou	Department of Pharmacology, University of California at San Diego, La Jolla, CA 92093, USA.	NINDS NIH HHS; R01NS052189
Sachs BD, Baillie GS, McCall JR, Passino MA, Schachtrup C, Wallace DA, Dunlop AJ, MacKenzie KF, Klussmann E, Lynch MJ, Sikorski SL, Nuriel T, Tsigelny I, Zhang J, Houslay MD, Chao MV, Akassoglou K	p75 neurotrophin receptor regulates tissue fibrosis through inhibition of plasminogen activation via a PDE4/cAMP/PKA pathway.	J. Cell Biol.	177:6:1119-32	2007	17576803		Benjamin D Sachs, George S Baillie, Julianne R McCall, Melissa A Passino, Christian Schachtrup, Derek A Wallace, Allan J Dunlop, Kirsty F MacKenzie, Enno Klussmann, Martin J Lynch, Shoana L Sikorski, Tal Nuriel, Igor Tsigelny, Jin Zhang, Miles D Houslay, Moses V Chao, Katerina Akassoglou	Benjamin D Sachs	Katerina Akassoglou	Department of Pharmacology, University of California, San Diego, La Jolla, CA 92093, USA.	NINDS NIH HHS; NS52189
Passino MA, Adams RA, Sikorski SL, Akassoglou K	Regulation of hepatic stellate cell differentiation by the neurotrophin receptor p75NTR.	Science	315:5820:1853-6	2007	17395831		Melissa A Passino, Ryan A Adams, Shoana L Sikorski, Katerina Akassoglou	Melissa A Passino	Katerina Akassoglou	Department of Pharmacology, University of California, San Diego (UCSD), La Jolla, CA 92093-0636, USA.	NINDS NIH HHS; P30-NS047101
Adams RA, Bauer J, Flick MJ, Sikorski SL, Nuriel T, Lassmann H, Degen JL, Akassoglou K	The fibrin-derived gamma377-395 peptide inhibits microglia activation and suppresses relapsing paralysis in central nervous system autoimmune disease.	J. Exp. Med.	204:3:571-82	2007	17339406		Ryan A Adams, Jan Bauer, Matthew J Flick, Shoana L Sikorski, Tal Nuriel, Hans Lassmann, Jay L Degen, Katerina Akassoglou	Ryan A Adams	Katerina Akassoglou	Department of Pharmacology, University of California, San Diego, La Jolla, CA 92093, USA.	NINDS NIH HHS; R01 NS052189
Adams RA, Schachtrup C, Davalos D, Tsigelny I, Akassoglou K	Fibrinogen signal transduction as a mediator and therapeutic target in inflammation: lessons from multiple sclerosis.	Curr. Med. Chem.	14:27:2925-36	2007	18045138		R A Adams, C Schachtrup, D Davalos, I Tsigelny, K Akassoglou	R A Adams	K Akassoglou	Department of Pharmacology, University of California San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0636, USA.	NINDS NIH HHS; NS052189
Arthur DB, Akassoglou K, Insel PA	P2Y2 and TrkA receptors interact with Src family kinase for neuronal differentiation.	Biochem. Biophys. Res. Commun.	347:3:678-82	2006	16842754		David B Arthur, Katerina Akassoglou, Paul A Insel	David B Arthur	Paul A Insel	Department of Pharmacology, University of California, San Diego, La Jolla, 92093, USA.	NA
Arthur DB, Georgi S, Akassoglou K, Insel PA	Inhibition of apoptosis by P2Y2 receptor activation: novel pathways for neuronal survival.	J. Neurosci.	26:14:3798-804	2006	16597733		David B Arthur, Sean Georgi, Katerina Akassoglou, Paul A Insel	David B Arthur	Paul A Insel	Department of Pharmacology, University of California, San Diego, La Jolla, California 92093, USA.	NINDS NIH HHS; R01-NS051470
Arthur DB, Akassoglou K, Insel PA	P2Y2 receptor activates nerve growth factor/TrkA signaling to enhance neuronal differentiation.	Proc. Natl. Acad. Sci. U.S.A.	102:52:19138-43	2005	16365320		David B Arthur, Katerina Akassoglou, Paul A Insel	David B Arthur	Paul A Insel	Department of Pharmacology, University of California at San Diego, La Jolla, CA 92093-0636, USA.	NCRR NIH HHS; RR04050
Akassoglou K	Nerve growth factor-independent neuronal survival: a role for NO donors.	Mol. Pharmacol.	68:4:952-5	2005	16046659		Katerina Akassoglou	Katerina Akassoglou	Katerina Akassoglou	Department of Pharmacology, University of California, San Diego, La Jolla, CA 92093-0636, USA. akass@ucsd.edu	NA
Adams RA, Passino M, Sachs BD, Nuriel T, Akassoglou K	Fibrin mechanisms and functions in nervous system pathology.	Mol. Interv.	4:3:163-76	2004	15210870		Ryan A Adams, Melissa Passino, Benjamin D Sachs, Tal Nuriel, Katerina Akassoglou	Ryan A Adams	Katerina Akassoglou	Department of Pharmacology, University of California-San Diego, La Jolla, CA 92093-0636, USA.	NA
Akassoglou K, Adams RA, Bauer J, Mercado P, Tseveleki V, Lassmann H, Probert L, Strickland S	Fibrin depletion decreases inflammation and delays the onset of demyelination in a tumor necrosis factor transgenic mouse model for multiple sclerosis.	Proc. Natl. Acad. Sci. U.S.A.	101:17:6698-703	2004	15096619		Katerina Akassoglou, Ryan A Adams, Jan Bauer, Peter Mercado, Vivian Tseveleki, Hans Lassmann, Lesley Probert, Sidney Strickland	Katerina Akassoglou	Sidney Strickland	Department of Pharmacology, University of California at San Diego, La Jolla, CA 92093-0636, USA. akass@ucsd.edu	NCRR NIH HHS; RR04050
Akassoglou K, Malester B, Xu J, Tessarollo L, Rosenbluth J, Chao MV	Brain-specific deletion of neuropathy target esterase/swisscheese results in neurodegeneration.	Proc. Natl. Acad. Sci. U.S.A.	101:14:5075-80	2004	15051870		Katerina Akassoglou, Brian Malester, Jixiang Xu, Lino Tessarollo, Jack Rosenbluth, Moses V Chao	Katerina Akassoglou	Moses V Chao	Molecular Neurobiology Program, Skirball Institute of Biomolecular Medicine, Department of Cell Biology, New York University School of Medicine, New York, NY 10016, USA.	NINDS NIH HHS; NS37475
Akassoglou K, Akpinar P, Murray S, Strickland S	Fibrin is a regulator of Schwann cell migration after sciatic nerve injury in mice.	Neurosci. Lett.	338:3:185-8	2003	12581827		Katerina Akassoglou, Pinar Akpinar, Simon Murray, Sidney Strickland	Katerina Akassoglou	Sidney Strickland	Laboratory of Neurobiology and Genetics, The Rockefeller University, 1230 York Avenue, New York, NY 10021, USA. akass@saturn.med.nyu.edu	NA
Akassoglou K, Douni E, Bauer J, Lassmann H, Kollias G, Probert L	Exclusive tumor necrosis factor (TNF) signaling by the p75TNF receptor triggers inflammatory ischemia in the CNS of transgenic mice.	Proc. Natl. Acad. Sci. U.S.A.	100:2:709-14	2003	12522266		Katerina Akassoglou, Eleni Douni, Jan Bauer, Hans Lassmann, George Kollias, Lesley Probert	Katerina Akassoglou	Lesley Probert	Laboratory of Molecular Genetics, Hellenic Pasteur Institute, 127 Vassilissis Sofias Avenue, Athens 11521, Greece.	NA
Akassoglou K, Yu WM, Akpinar P, Strickland S	Fibrin inhibits peripheral nerve remyelination by regulating Schwann cell differentiation.	Neuron	33:6:861-75	2002	11906694		Katerina Akassoglou, Wei Ming Yu, Pinar Akpinar, Sidney Strickland	Katerina Akassoglou	Sidney Strickland	Laboratory of Neurobiology and Genetics, The Rockefeller University, 1230 York Avenue, New York, NY 10021, USA.	NINDS NIH HHS; R01 NS035704
Akassoglou K, Strickland S	Nervous system pathology: the fibrin perspective.	Biol. Chem.	383:1:37-45	2002	11928820		Katerina Akassoglou, Sidney Strickland	Katerina Akassoglou	Sidney Strickland	Laboratory of Neurobiology and Genetics, The Rockefeller University, New York, NY 10021, USA.	NINDS NIH HHS; NS38472
Probert L, Akassoglou K	Glial expression of tumor necrosis factor in transgenic animals: how do these models reflect the "normal situation"?	Glia	36:2:212-9	2001	11596129		L Probert, K Akassoglou	L Probert	K Akassoglou	Laboratory of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece. lesley_probert@hol.gr	NA
Brodsky S, Chen J, Lee A, Akassoglou K, Norman J, Goligorsky MS	Plasmin-dependent and -independent effects of plasminogen activators and inhibitor-1 on ex vivo angiogenesis.	Am. J. Physiol. Heart Circ. Physiol.	281:4:H1784-92	2001	11557572		S Brodsky, J Chen, A Lee, K Akassoglou, J Norman, M S Goligorsky	S Brodsky	M S Goligorsky	Department of Medicine, State University of New York, Stony Brook, New York 11794-8152, USA.	NIDDK NIH HHS; DK-54602
Probert L, Eugster HP, Akassoglou K, Bauer J, Frei K, Lassmann H, Fontana A	TNFR1 signalling is critical for the development of demyelination and the limitation of T-cell responses during immune-mediated CNS disease.	Brain	123 ( Pt 10):2005-19	2000	11004118		L Probert, H P Eugster, K Akassoglou, J Bauer, K Frei, H Lassmann, A Fontana	L Probert	A Fontana	Department of Molecular Genetics and Immunology, Hellenic Pasteur Institute, Athens, Greece.	NA
Akassoglou K, Kombrinck KW, Degen JL, Strickland S	Tissue plasminogen activator-mediated fibrinolysis protects against axonal degeneration and demyelination after sciatic nerve injury.	J. Cell Biol.	149:5:1157-66	2000	10831618		K Akassoglou, K W Kombrinck, J L Degen, S Strickland	K Akassoglou	S Strickland	Department of Pharmacology, State University of New York at Stony Brook, Stony Brook, New York 11794-8651, USA.	NA
Aloe L, Properzi F, Probert L, Akassoglou K, Kassiotis G, Micera A, Fiore M	Learning abilities, NGF and BDNF brain levels in two lines of TNF-alpha transgenic mice, one characterized by neurological disorders, the other phenotypically normal.	Brain Res.	840:1-2:125-37	1999	10517960		L Aloe, F Properzi, L Probert, K Akassoglou, G Kassiotis, A Micera, M Fiore	L Aloe	M Fiore	Institute of Neurobiology, CNR, viale Marx, 43-15, 00137, Rome, Italy. aloe@in.rm.cnr.it	NA
Kassiotis G, Bauer J, Akassoglou K, Lassmann H, Kollias G, Probert L	A tumor necrosis factor-induced model of human primary demyelinating diseases develops in immunodeficient mice.	Eur. J. Immunol.	29:3:912-7	1999	10092095		G Kassiotis, J Bauer, K Akassoglou, H Lassmann, G Kollias, L Probert	G Kassiotis	L Probert	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Akassoglou K, Bauer J, Kassiotis G, Lassmann H, Kollias G, Probert L	Transgenic models of TNF induced demyelination.	Adv. Exp. Med. Biol.	468:245-59	1999	10635034		K Akassoglou, J Bauer, G Kassiotis, H Lassmann, G Kollias, L Probert	K Akassoglou	L Probert	Laboratory of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Akassoglou K, Bauer J, Kassiotis G, Pasparakis M, Lassmann H, Kollias G, Probert L	Oligodendrocyte apoptosis and primary demyelination induced by local TNF/p55TNF receptor signaling in the central nervous system of transgenic mice: models for multiple sclerosis with primary oligodendrogliopathy.	Am. J. Pathol.	153:3:801-13	1998	9736029		K Akassoglou, J Bauer, G Kassiotis, M Pasparakis, H Lassmann, G Kollias, L Probert	K Akassoglou	L Probert	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Probert L, Akassoglou K, Kassiotis G, Pasparakis M, Alexopoulou L, Kollias G	TNF-alpha transgenic and knockout models of CNS inflammation and degeneration.	J. Neuroimmunol.	72:2:137-41	1997	9042105		L Probert, K Akassoglou, G Kassiotis, M Pasparakis, L Alexopoulou, G Kollias	L Probert	G Kollias	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece. lesley_probert@prometheus.hol.gr	NA
Akassoglou K, Probert L, Kontogeorgos G, Kollias G	Astrocyte-specific but not neuron-specific transmembrane TNF triggers inflammation and degeneration in the central nervous system of transgenic mice.	J. Immunol.	158:1:438-45	1997	8977220		K Akassoglou, L Probert, G Kontogeorgos, G Kollias	K Akassoglou	G Kollias	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Fiore M, Probert L, Kollias G, Akassoglou K, Alleva E, Aloe L	Neurobehavioral alterations in developing transgenic mice expressing TNF-alpha in the brain.	Brain Behav. Immun.	10:2:126-38	1996	8811936		M Fiore, L Probert, G Kollias, K Akassoglou, E Alleva, L Aloe	M Fiore	L Aloe	Institute of Neurobiology, CNR, viale Marx 15, Rome, 00156, Italy.	NA
Probert L, Akassoglou K, Alexopoulou L, Douni E, Haralambous S, Hill S, Kassiotis G, Kontoyiannis D, Pasparakis M, Plows D, Kollias G	Dissection of the pathologies induced by transmembrane and wild-type tumor necrosis factor in transgenic mice.	J. Leukoc. Biol.	59:4:518-25	1996	8613699		L Probert, K Akassoglou, L Alexopoulou, E Douni, S Haralambous, S Hill, G Kassiotis, D Kontoyiannis, M Pasparakis, D Plows, G Kollias	L Probert	G Kollias	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Probert L, Akassoglou K, Pasparakis M, Kontogeorgos G, Kollias G	Spontaneous inflammatory demyelinating disease in transgenic mice showing central nervous system-specific expression of tumor necrosis factor alpha.	Proc. Natl. Acad. Sci. U.S.A.	92:24:11294-8	1995	7479982		L Probert, K Akassoglou, M Pasparakis, G Kontogeorgos, G Kollias	L Probert	G Kollias	Department of Molecular Genetics, Hellenic Pasteur Institutte, Athens, Greece.	NA
Douni E, Akassoglou K, Alexopoulou L, Georgopoulos S, Haralambous S, Hill S, Kassiotis G, Kontoyiannis D, Pasparakis M, Plows D, Probert L, Kollias G	Transgenic and knockout analyses of the role of TNF in immune regulation and disease pathogenesis.	J. Inflamm.	47:1-2:27-38		8913927		E Douni, K Akassoglou, L Alexopoulou, S Georgopoulos, S Haralambous, S Hill, G Kassiotis, D Kontoyiannis, M Pasparakis, D Plows, L Probert, G Kollias	E Douni	G Kollias	Department of Molecular Genetics, Hellenic Pasteur Institute, Athens, Greece.	NA
Charo IF	Blinding the monocytes to protect the heart.	Circulation	127:20:2006-8	2013	23616628		Israel F Charo	Israel F Charo	Israel F Charo	J. David Gladstone Institutes, 1650 Owens St, San Francisco, CA 94158. icharo@gladstone.ucsf.edu.	NA
